text,keyword
"I support this Bill which should have the effect of fundamentally changing our culture by ensuring that everyone who gets behind the wheel of a car does so in the full knowledge that new penalties will be imposed for certain driving behaviours. As a result of this legislation, those who drink will have to significantly change their behaviour. We need to modify how we, as a society, deal with the issue of alcohol and the only way to achieve this objective is to ensure there is no ambiguity about the blood alcohol limits that apply while driving. Having served on Cork County Council with him, I have the greatest respect for the previous speaker, Deputy Christy O’Sullivan. I, too, am only too well aware of the conditions experienced by rural dwellers who are frequently disadvantaged by virtue of their rural isolation and experience a lack of access to services. I find it difficult to listen to Government Deputies deplore the state of rural roads and the problem of rural isolation. If people are to have access to the services they will require as a result of the measures provided for in the Bill, we must ensure ancillary services are in place to meet their demands and needs. For instance, in my area Bus Éireann has decided to withdraw the No. 66 route which serves a rural area and individuals living in rural isolation. They include older people who travel to towns such as Fermoy, Ballyhooly and Castletownroche to enjoy a drop before taking a bus home later in the evening. Many of these people do not drive and will no longer have access to the service as a result of the decision to close the route. This problem is a function of Government policy because an ancillary rural transport programme is not in place to pick up the slack arising from the loss of the service. In particular, a night time bus service is not in place to facilitate those who want to act responsibility but are unable to avail of a bus service. Government policy militates against the very people who experience rural isolation. [103]We need to be clear about the implications of the legislation. If we support the Bill on the basis that driver behaviour must change significantly, we must also take into account that some people, by virtue of residing in rural areas and deciding to behave responsibly as required under the legislation, will no longer have access to the local pub. Current policy does not meet their needs. If Bus Éireann drops routes at a rate of knots and the rural transport programme is not rolled out quickly enough to pick up the slack, particularly with regard to night time services, those who live in the rural areas obviously will be affected. This issue needs to be teased out in greater detail. On the commencement of the sections which will become operational before mid-2011, I refer to the Bills digest produced by the Oireachtas Library and Research Unit. It states: . . . different sections may become operational before others. Some of the provisions of the Bill will not come into force until mid 2011. This is because evidential breath-testing (EBT) machines used in Garda stations to measure the alcohol in a driver’s breath cannot be recalibrated to the 20mg/100mL limit as yet. What is the current state of play with regard to the Garda’s capacity to recalibrate the EBT machines as required? I understand the legislation reduces blood alcohol limits and introduces mandatory alcohol testing for drivers who are involved in traffic collisions as well as roadside preliminary impairment testing to detect drivers who are under the influence of drugs or alcohol. One would expect the Government to have ensured all necessary technology was available prior to or in parallel with the implementation of the legislation. Will the Minister provide an update on the Garda’s capacity to use the required technology? On road collision statistics, while I do not doubt the bona fides of the Road Safety Authority, I have a healthy scepticism about some of the statistics produced on road traffic accidents. The Government has stated its commitment to improving road safety and the number of deaths on Irish roads declined to 240 in 2009. It is estimated that 25% of road accidents and 33% of fatal road accidents are attributable to alcohol. I often wonder how such statistics are measured and what process is used by the Road Safety Authority or Garda Síochána to produce their statistics, particularly those relating to road fatalities. I am not sceptical about the figures but I question the qualitative methods used to compile the statistics used for making an argument for a particular proposal. I ask for a response in that regard. I welcome the provisions on new drivers. We cannot disregard the link between driver impairment and alcohol consumption. It has been proven scientifically and is supported by anecdotal evidence. Common sense says that if a person imbibes, their ability to operate a machine or vehicle will be impaired. The Vintners’ Federation of Ireland opposed the reduction in the limit and I can see its point. Anecdotal evidence suggests that their regular rural customers might drink a pint and a drop before ambling home. They never go beyond their usual level of imbibing, which is a social outlet for them. We must be able to provide for those who use the pub as a social outlet. If they are not able to drive, how will we facilitate them? Some of them will be able to get taxis while others will travel with neighbours. However, do we now have to tell them that there is no other alternative? In implementing the legislation, we need to strike a balance and speak for those people as well. The section creates a distinction between newly qualified and other full licence holders. Novice drivers are subject to a lower BAC and will be automatically disqualified for three months if an administrative fixed penalty is accepted, or disqualified for six months if found [104]guilty after a court hearing. Other licence holders do not face automatic disqualification following a first conviction. Can the Minister of State clarify if this is an age-related distinction, or does it merely distinguish between novices and experienced drivers? Is any qualification brought into play concerning an older person who may have transgressed? It is not that I am advocating a particular position on that, but I am seeking clarification in the Minister of State’s response. On balance we are experiencing a serious erosion of services in rural areas. Some argue that the decline of the rural pub reflects a decline in overall infrastructure, particularly roads. As someone who meets members of the public every day, I hold that view myself, because they are finding it increasingly difficult to access services. That is particularly the case for older people. I would distinguish between older and elderly people, because the use of the word 'elderly' sometimes implies a certain infirmity. Many older people are mobile, although they may not drive. We always had a sense of inter-generational solidarity in this country, but it is being undermined by stealth. When drafting legislation we must, therefore, ensure that if it impacts on one service we should try to replace it with another service if possible. The purpose of this legislation is to ensure that lives are saved and one cannot qualify that. While it is a black and white issue, there are grey areas where some public services will be diminished. Government policy on rural transport should be structured in such a way that people can access community centres or pubs outside normal office hours if they wish to do so. We must facilitate them in this respect.",O'Sullivan
"I thank Deputy Naughten for sharing his time with me. I also wish to highlight the plight of many elderly parents and siblings in the Ballinasloe and south Roscommon area who care for young adults and children with learning disabilities. The Brothers of Charity have indicated that a cutback of €2. 75 million will have to be imposed this year. Such a restriction would make it impossible to deliver the services to which people are accustomed. Over the years, these parents have begged and cajoled various Ministers to provide funding for the services needed by such people. As Deputy Naughten said, care is required in many cases 24 hours a day, seven days a week, 365 days a year. What are elderly parents supposed to do if these services are closed? Will the Government take responsibility for making provision for the most vulnerable people in our society, who need help now? Many elderly parents are worried about what will happen to their children when they have moved on. The Acting Chairman, Deputy Michael Kitt, is familiar with the issues in the Ballinasloe area. The same cutbacks have been suffered by each of this country’s 60 voluntary organisations that assists children with learning disabilities. How can any Minister or Government stand over such cuts? I hope the Minister of State, Deputy Barry Andrews, will clearly outline in his reply that emergency funding is to be provided to allow these parents to get some relief.",Andrews
"Perhaps the Minister of State might tell the House whether the Minister for Finance, Deputy Lenihan, or the Minister for Justice and Law Reform, Deputy Ahern, intend to address the debate tonight.",Ahern
"I was not one of the senior Ministers who took part in those negotiations. All I can say is that all successful negotiations take considerable time to conclude. It will take senior departmental officials some time to analyse the situation in schools throughout the State in order to meet the requirements regarding pupil-teacher ratios. However, Deputy Hayes can rest assured that the figure remains at 500.",Hayes
"The part-time cleaners in the courts, the gardaí, the tip staff and clerical staff in the courts will all be taking the hit. The judges will have a choice. They will receive what may be termed a 'sweetie-pie' letter from the Minister for Finance, Deputy Lenihan, [732]whenever he recovers, suggesting that they might think about making a contribution to the State’s coffers. We are all aware of the provision in the Constitution stating judges should never be put under pressure by politicians who are or are not in power regarding influencing their judgments. They are meant to be independent and should act independently. We have a Judiciary which has always acted without fear or favour towards any politician, political party or group of politicians, which is as it should be. The protection afforded to the Judiciary in the Constitution against their pay being arbitrarily reduced is to stop an over-weaning Executive punishing a judge because he or she made a judgment which goes against its wishes, following which it may seek to restrain him or her. We are not discussing such a situation, which is what the Constitution provides for. We are examining a situation whereby judges — at least 50% of whom share this general view — no less than those who work with them in the public service are willing to take their share of the burden of pain and adjustment which has to be taken to get us out of the economic mess created by Fianna Fáil and its banker and developer friends. That appears to be the position of a majority of our judges. It is wrong that there is no provision in the Bill to explicitly encourage judges, as the Labour Party amendment seeks to do and is therefore perfectly constitutional, to consider their position and the appropriate response from people who are very well paid, looked after and appointed. Judges are a core part of the democratic functioning of our State. Nonetheless, they ought to share in the burden of adjustment given that they are well paid and looked after in terms of their pay and pensions. The Minister for Finance, Deputy Lenihan, and the Taoiseach have suggested that the Government has received opinions from the Attorney General that it is not possible to touch the pay of judges. The Labour Party amendment seeks to acknowledge that, nevertheless I have outlined the reasons why I believe judges’ pay can be addressed. This is belling the cat. The Minister of State is very willing to be tough on contract workers and low-paid part-time workers and has said how good such a tough approach is. However, there is a softly-softly approach to the Judiciary. There is a simple remedy open to the Government, that is, to legislate for this measure and allow any judge who wishes to do so to take a legal challenge. They, more than almost every other person Irish society, are well-equipped to launch a legal challenge to overturn a pay cut for judges, as there is for everybody else in the public service. If that happens, we will then have a definitive view on the constitutional position regarding the proper protection of judges from an overbearing Government seeking to interfere in judicial functions. It is possible to have judges take the same general terms and conditions which apply to other workers, such as income tax and capital tax. They are not treated as special individuals rather, they are treated the same as the general body of citizens. The Government has run away from this issue. If it is put into law judges can, if they so wish, contest it. If such a contest leads to a ruling in favour of the Judiciary, we will need to amend the Constitution. However, that is not necessary. It was cowardice on the part of the Minister for Finance, Deputy Lenihan, that he refused to allow an opt-in measure for judges in this Bill that would allow them to demonstrate what is true regarding a majority of them, namely, that they are prepared to share the same burden imposed by this Bill on their fellow citizens employed in the public service.",Lenihan
It is time to catch a Luas to the north side. I call Deputy Cyprian Brady.,Brady
I am reluctant to interrupt but Deputy O’Keeffe is borrowing time from the next slot.,O'Keeffe
"I wish to share time with Deputy Clune. I welcome the chance to speak on this important matter that has implications for every man, woman and child in this country. Few citizens have not been adversely affected by crime in the past decade and by the scandalous inability of the Fianna Fáil Government to tackle the changing face of criminal activity, which seems to indicate that life is cheap given the large number of gun-related crimes over the past two to three years. Gun crime, killing motivated by greed and revenge, much of which is drug related, has reached epidemic proportions and is a massive indictment of this Government. After ten years in Government and over ten years after the horrific murder of Ms Veronica Guerin, Fianna Fáil has done nothing to tackle the rise in gangland crime. Decent people are robbed and assaulted in their homes and communities are ravaged by the scourge of drug-related and other crime. Ordinary people feel the justice system is tilted in favour of criminals rather than unfortunate victims and are all too conscious that many sentences handed down for serious crime are an insult to the concept of justice. I was surprised the previous speaker referred to this, given that he comes from the Government side of the House. Prisons are operating a swinging door policy and the punishment is definitely not fitting the crime. With regard to criminal activity at local level, I wish to highlight in particular the position in my area of Longford-Westmeath and the midlands, an area with which the Minister is familiar and where he has his roots, where the supposed rural pace of life is being threatened and its peace and tranquility are being overturned by excess and threats of violence and intimidation. Overall, the number of headline offences in the midlands between the end of the second quarter of 2006 and the end of the second quarter of 2007 has increased by 1. 5%. While the number of offences across the State has decreased by 1. 1%, a small percentage over the same period, according to the Central Statistics Office in its most recent report, analyses show that between the end of the second quarter of 2006 and the end of the second quarter of 2007 the number of headline offences in the midlands increased by 44, representing a rise of 1. 5%. Over the same period the number of such offences across the State decreased by approximately 1,000, from 104,682 at the end of the [1463]second quarter of 2006 to 103,682 at the end of the second quarter of 2007. This is not a cause for Government self-congratulation, but is caused by people who have lost confidence in the justice system not reporting crimes. I know of several persons who have not reported crimes because they stated that nothing will happen and one will only get the sympathy of the Garda Síochána on the issue. According to the Central Statistic Office, headline crime statistics are interpreted as referring to serious crime incidence but while considered to be the most serious, they do not represent all crime figures. The fear of crime is greater in the midlands compared to the average levels for the State. Indeed, the findings highlighted that the perceptions of crime are higher than the national average in four out of five key indicators. The level of crime in Longford-Westmeath over the past year has frequently grabbed headlines in the national press. There were four raids in Longford last year. There were also a similar number of raids in County Westmeath over the same period. The recent dreadful murder of a young mother in Longford town shocked the county and the entire country. One of the saddest cases I heard in the past year was that of two elderly sisters who reported a break-in at 7 p. m. one evening and had to wait until 11 a. m. the following morning for the gardaí to arrive on the scene. To answer the crime rate in the midlands the Minister, Deputy Brian Lenihan, and the Government need to honour their promise to provide 2,000 extra gardaí. The Minister needs to achieve a visible Garda presence on our streets and to equip the Garda properly. The criminals are better equipped than the Garda Síochána and it is sad to have to say so. The trouble with the law these days is that criminals know their rights better than their wrongs. Perhaps the trouble with this Government is that inaction encourages them in their misapprehension, but therein lies the rub. A government teaches the people by example. If by chance the Government becomes the law breaker, it breeds contempt for law and invites every man and woman to become a law unto themselves which invites anarchy. My party is the one with the record of standing for law and order and I wish the Minister would adopt the policy of former Ministers from this side of the House, former Deputy Paddy Cooney from my constituency and former Deputy Nora Owen, and indeed of my party’s spokesperson who made a fine speech here today, Deputy Charles Flanagan.",Lenihan
"I welcome the opportunity to make a brief contribution to this debate. I firmly believe that during the past few days in particular there were a great many [404]untruths and misinformation in regard to this measure have been put into the public domain. As Deputy Power said, this is about trying to regain competitiveness in our country so as to bring about opportunities in employment. Some of the campaigns on this issue, in particular those run by SIPTU and the bearded ones run by ICTU, have sought to tell people currently in receipt of the minimum wage that their salaries will decrease, which is not true and everyone knows that. I heard many contributions in that regard last week. It behoves all of us in the House to be at the very least straight with people in regard to the situation. When I left school in the early 1990s I was unemployed for a period. I know what it is like to be unemployed. Who knows what will happen after the next election. I know from talking to people in my constituency and beyond that what we must do is create opportunities for people to get back into the workforce. Opportunities have to be created for people to get back into the workforce. Thankfully, over the past three months, we have witnessed a significant drop in unemployment month on month. There are reasons for that, including emigration, unfortunately, but new jobs have been also created. In north Dublin, more than 3,500 new jobs were created this year. We have rightly had many debates on support for the indigenous SME sector, the cost of business, local authority rates and so on. Local authorities have an important role in this regard. Fingal County Council reduced the rate multiplier by 10% last year, yet this was opposed by Fine Gael. The reduction passed by only one vote, 12 to 11, at the time. Many of the Labour Party and Fianna Fáil councillors supported it and it has made a significant difference. We have debated reducing the cost of energy but we have to get real and discuss the cost of employing people as well. Many forms of assistance are provided with more than 100,000 on the employment subsidy scheme, which involves the Government directly supporting jobs. The cost of living now is the same as in April 2007, according to the ESRI and independent observers, not the Government. The minimum wage is still the third highest in Europe and it has been increased by 55% since it was introduced, while inflation increased by 28% during the same period. These are cold hard facts, yet some Members say that people’s salaries will be cut and the reduction in the minimum wage will be a disincentive to work. The wage for a 40-hour week based on the new minimum wage rate will be €306 compared to a social welfare payment of €188 per week. We must be aware of the social welfare trap in this regard. The measure will generate nothing for the Exchequer and it is not about the Government trying to make more money. We are trying to make sure we support the businesses employing people in every town and village. We had debates about the restaurant sector and the Sunday premium rates, which have to be changed. This provision is killing businesses, particularly in rural Ireland and rural parts of my constituency. We must address these realities. Regardless of the composition of the next Government, if my colleagues in the Labour Party are in government, they will not reverse the decision because it would be seen as anti-employment, which it would be because it would mean an increase in costs for employers. The intention is to get people back to work and this measure has been portrayed negatively in the media and political circles. I received text messages from SIPTU, which ran a round robin campaign on this saying we were robbing from the working poor. This change does not affect existing contracts. If anyone in the public gallery wants to discuss this, he or she should put his or her name on the ballot paper and run for election and we can debate it in the Chamber. That is a fact, whether anyone likes it or not. Approximately 1. 8 million people are at work. Too many people have lost their jobs in the past two and a half years. It behoves all of us and any future Government, whatever its composition, to provide opportunities to get people back to work. Whether we like it or not, one of the issues is wage costs.",Power
"Unlike Deputy Power I am a voluntary stray. Deputy Power has been compulsorily strayed. This Government is attempting to pass a social welfare Bill to take money from the blind and those providing care in the home for sick members of their family rather than having them in institutional care at greater cost to the State. The Bill also takes money from widows and from people paid less than €600 per week, while top bankers on €500,000 a year are not touched. The Government is doing this in a way that treats the Dáil with contempt. It also did so yesterday. It is questionable whether the social welfare Bill is properly before the House. Yesterday, my colleague Deputy Shortall opposed the order proposed by the Minister for Social and Family Affairs. The Ceann Comhairle called a vote on it, the Minister for Social and Family Affairs overruled the Ceann Comhairle and no vote was taken on it. This raises the question of whether the social welfare Bill is properly before the House. Politically, the Government is attempting to get Deputies Healy-Rae, Lowry, Grealish, McDaid and the two strays from Sligo to vote to cut money from people who are blind, those providing care, the widowed and those in bad circumstances before Members get back to their constituents. This is a political order to get the social welfare Bill through before Deputies are exposed to constituents discussing it with them. The Labour Party will not agree to this order. This is the height of arrogance and it adds insult to the injury inflicted on these people last Wednesday.",Power
"I compliment Deputy Brian Hayes on tabling this motion and on his efforts in bringing this Government to account for the dreadful way it is treating the weakest members of our society, particularly children with autism. The last time we debated this issue I expressed my concerns on what is happening in the midlands and today we debate the tragedy of what is happening between several Departments and the courts where parents, who give so much of their time to improving the lot of their children, have to go to court to fight for their children’s rights. Despite what has happened it is important we keep the pressure on the Government to improve services for those with autism. Everyone on this side of the House feels this arrogant Government has let down the nation on services and facilities to help families who have a child suffering from autism. It is important the Ministers for Education and Science and Health and Children put proper facilities in place. It is unfortunate that parents have to take cases to court, protest outside this House and lose their homes to keep simple respite services and demand the help they need. Several reports have been published containing many recommendations, but few of these recommendations that would improve provisions for children with autism and their parents have been implemented. Under the Minister’s watch there have been great weaknesses in the delivery of special education services. There are limited ABA centres throughout the country [113]and it is the Minister’s policy to restrict the funding available for these centres despite demands for this type of tuition. Parents are frustrated continually by the service delays in assessment of autistic children, which further restrict such children from progressing. There are significant waiting lists for occupational, speech and language therapy and there is little co-ordination between the Minister’s Department and the Department of Health and Children in providing such services. It is evident from recent statements from the Minister, Deputy Hanafin, and the Taoiseach that neither has a full understanding of the debate. Their attitudes, inaccuracies and mistakes are outrageous. If such ignorance of the issue is displayed by them it raises the suspicion that most Members of this woefully corrupt dictatorship are equally misinformed, including the withering Greens. Parents must be provided with suitable services and choices for their children. We regret the manner in which the Minister, Deputy Hanafin, has bullied parents and children with autism. There is no system of appeal for parents other than seeking their children’s rights to educational services through the courts, as the recent case proved. The Minister prefers dragging parents through the courts to providing the necessary services. It is interesting to note that the author of a Government task force report on autism described the Government’s policy on autism as grossly misguided and out of touch with reality. This is a dreadful indictment of this Government. I plead with the Government at this late stage to abandon the dreadful cold heart of stone of the Minister, Deputy Hanafin, and show some solidarity with parents and children with autism. Nothing is permanent but change and I urge the Minister to show respect and a thought for children with autism by supporting the Fine Gael motion so that we might all begin to improve the lives of all children suffering from autism.",Hayes
"I will accept the Ceann Comhairle’s word. The Minister appears to have grasped the import of what I was suggesting in my amendment and I hope he will confirm that in his reply. Agreements for leases are, in effect, leases and it may be unduly harsh on those who have already concluded agreements but not yet leases. I would welcome confirmation of that point from the Minister and would be reasonably happy if it was indeed the case. I wish to refer to the points raised by Deputy Tuffy regarding difficulties for drafters of leases in multi-unit developments, of which there are many. The provision for rent review is almost always made by reference to the consumer price index or a fixed increase. I ask the Minister what device he intends to use in dealing with such leases. I am concerned that it may not be possible for parties to contract out of this section. Even if both parties to an agreement desire an alternative arrangement to suit their business needs, they cannot now give legal effect to it. I have some sympathy with the points raised by Deputy Ciarán Lynch in this regard but I am not sure if that is sufficient in circumstances where parties have entered into agreements for leases with the benefit of expert advice. I do not know of anybody who would engage in the drafting or conclusion of an agreement for lease, particularly one involving high street retail outlets, without the benefit of legal, accounting and tax advice. If these agreements may be set aside under law, the advice received and the commitments entered into would be left in a precarious position. The Minister may have received correspondence from the Irish Association of Investment Managers regarding unintended consequences for landlords, tenants and the property market in general. As he will be aware, investment managers invest in property on behalf of pension funds. Has he taken advice on the consequences of the change on the valuation of investment properties? The valuation of property assets is dependent on the multiplier assigned to a particular income stream and a lower multiplier is used in the event of uncertainty. It may have the effect of further increasing pension fund deficits. As my colleague, Deputy Barrett, noted earlier, this is important in the context of NAMA because that agency’s ultimate cost to the taxpayer will depend on its ability to generate a profit through the eventual sale of its assets. I am mindful of Deputy Barrett’s advice because the ultimate sale of the asset may well realise an amount which is significantly smaller than envisaged. It is unknown territory as to what might happen in terms of valuation. I seek the Minister’s reassurance that this new proposal will not have the effect of reducing the value of properties even further and will not have an unintended increase for the taxpayer, which may well be a consequence of NAMA. In addition to the reduction in the value of assets, it may be more difficult for NAMA to find purchasers for the properties. That point was also referred to by Deputy Barrett. There are large unfinished estates, apartment blocks and commercial developments in every constituency in the country, including my own, which will become health and safety hazards. I can foresee a situation where, under health and safety regulations, NAMA will have to engage demolition contractors to remove such developments. It could well be, therefore, that upwards-only rent reviews will reduce the risk of defaulters on bank loans by property investors as there is no risk that the income stream may fall at rent review and be insufficient to meet mortgage repayments. With no certainty on the future minimum income stream, banks will be less likely to purchase the NAMA assets. An unintended consequence of the Minister’s proposal may be the discouragement of foreign investment in the Irish property market as income streams will be less secure than in the United Kingdom, for example. I trust the Minister has taken these issues into consideration. Going back to the initial point raised by Deputy Ciarán Lynch, it may have been wiser to have a stand-alone piece of legislation, rather than attaching this at the 11th hour [763]to a Bill that has been knocking around for many years. It was a surprise to see the new-found speed with which the Minister wishes to have this legislation enacted. I am conscious of the Minister’s earlier point about mortgages and repossessions. However, if there was a doubt, and there may well be a doubt, as to the unintended consequences of the Minister’s action, it could have been better to leave the matter to a stand-alone Bill of a type produced by the Labour Party, although I cannot say that Bill was perfect. No doubt Deputy Ciarán Lynch would not say it is perfect either, but if it were examined by the Minister’s experts and those of the Attorney General, they may well come up with a Bill to meet people’s concerns. Professionally advised tenants may feel they wish to set aside the lease but may not have an opportunity to do so under the Minister’s unduly restrictive measure. With regard to the retrospection sought by Deputy Ciarán Lynch, the Minister should give the House the benefit of his best advice in that regard. I accept that there is an obligation on a tenant to pay the rent as agreed. The implied obligation of a tenant to pay rent goes back to section 42 of Deasy’s Act of 1860. That obligation will always be expressly stated in the lease in any event. I refer the Minister to the case of Charlton v . Kidney and McNamee involving a special summons application for the appointment of a rent review arbitrator. In that case the Master of the High Court expressed the view that upwards-only rent reviews might be invalid in the current financial climate. In the High Court, Judge Laffoy took a completely different view when the final hearing of the case took place. She expressed the view that a tenant who has signed up to an upwards-only rent review clause was bound by it. That can only be changed by legislation, which is what the Minister is doing, but it will only refer to leases or agreements that will be entered into following the passing of the legislation. To go back to my earlier point, I do not have to withdraw my amendments at this stage. I look forward to receiving the Ceann Comhairle’s letter, which I hope will meet the concerns I have raised.",Lynch
"Will the Deputies claiming a division please rise? Deputies Caoimhghín Ó Caoláin, Aengus Ó Snodaigh, Arthur Morgan, Martin Ferris, Finian McGrath and Maureen O’Sullivan rose.",O'Sullivan
"The Casino Regulation Committee, established in 2006 by the then Minister for Justice, Equality and Law Reform, in undertaking its work examined the issue of gambling. As the Deputy will be aware, in my previous capacity as Minister for Justice, Equality and Law Reform, I informed the House on 17 April that the whole issue of regulating gaming in Ireland was best addressed through the publication of the Casino Regulation Committee’s report Regulating Gaming in Ireland and by referring it to an informal All-Party Committee for consideration. While the report deals primarily with the regulation of gaming in Ireland, it is clear that the complex issues involved have implications for other areas of gambling including sports betting. Therefore, the issue of legislative reform for gambling as a whole should not arise until the complexities of the report have been considered fully. Responsibility for considering the Casino Regulation Committee’s report now rests with my colleague the Minister for Justice, Equality and Law Reform, Dermot Ahern, TD. Minister Ahern, on 28 May, informed the House that while he had not yet had the opportunity to consider how to best advance the complex issues involved, he intended to move quickly and [291]that he was conscious of the need to ensure that the widest possible range of views was canvassed and brought to bear on settling public policy in this area. I support Minister Ahern’s approach.",Ahern
"In reply to Deputy Tuffy, in December I made €16. 488,257 million available to 16 city and county councils and three town councils to assist them with the unexpected expenditure involved in responding rapidly to the flooding in their areas. Deputy Lynch inquired about risk assessment and how we will use the information. We must use the information to ensure that in those areas which have now been shown to be vulnerable, for example, the quays in Cork, that we put in place proper flood protection. We have increased spending on that provision. It is the OPW which is examining the matter of risk assessment in detail. In reply to Deputy Durkan, the preliminary estimate would indicate that the total cost of the damage could be approximately €100 million. Most of the expenditure is associated with repairs to national and non-national roads and bridges and quay walls in Cork and Limerick. Other areas of expenditure are connected to water supplies, housing and the general costs of the clean-up. I understand that the Department of Finance will shortly decide on whether it is possible to submit an application for assistance under the European Union’s solidarity fund. The threshold of overall expenditure before any assistance would be payable is high at more than €973 million. I am trying to estimate what will be the total cost. I understand that the insurance industry has estimated that the total cost could be approximately €250 million. I do not have the cost for agriculture or other areas. We are trying to quantify the expenditure. It is clear from all of those figures that this is something that can cause major damage and personal hardship. I am aware of that. When one considers the cost associated with flooding, this is why investment in prevention is such a good investment.",Lynch
I will call Deputy Ó Caoláin immediately after Deputy Charles Flanagan.,Flanagan
"I wish to advise the House of the following matters in respect of which notice has been given under Standing Order 21 and the name of the Member in each case: (1) Deputy Seán Barrett — to discuss the upward revaluation of business premises in the Dún Laoghaire area (2) Deputy Joe Costello — the need for the Minister for Finance to fund and reactivate the local authority swimming pool programme which operates under the auspices of the Department of Tourism, Culture and Sport (3) Deputy Bernard J. Durkan — the operation of voluntary housing associations whether they are operating in all cases in accordance with the articles of association as laid down in the relevant Act if he will set out the requirements for the operation of such schemes in detail, whether the holding of annual general meetings, furnishing updated rent reviews, and carrying out maintenance is a requirement, whether this has been followed by the Léim an Bhradáin Housing Association, Leixlip, County Kildare, and others given the funding provided by his Department in conjunction with the local authority under the capital allowance scheme, which included the award of free sites and a 100% grant and if the Minister for the Environment, Heritage and Local Government will make a statement on the matter (4) Deputy Pat Breen — the future of the newly refurbished dementia unit at St. Joseph’s Hospital, Ennis, County Clare and the need to lift the moratorium on employment to allow for the filling of the positions so that this facility can open immediately (5) Deputy Kathleen Lynch — the difficulties for children with special needs in accessing primary care education in the Cork area (6) Deputy James Bannon — the need for the Minister for Enterprise, Trade and Innovation to urgently outline the steps he is taking to avert the closure of B3 Cables in County Longford, in the light of the company going into receivership with a mere six days remaining to sell it and to prevent the loss of 100-plus jobs, to the detriment of the socio-economic recovery of the region and the future industrial and commercial profile of Longford town and surrounding areas (7) Deputy Michael P. Kitt — the Milltown and Claregalway sewerage schemes, County Galway (8) Deputy Thomas McEllistrim — to call on the Minister for Education and Skills to consider the possibility of organising postgraduate training and education for recently qualified teachers while simultaneously allowing them to get practical experience in schools with a view to raising the qualifications and quality of teachers in our schools (9) Deputy Mattie McGrath — the replacement of the Irish Creamery Milk Suppliers by Bird Watch Ireland as one of the two farming pillar seats at the European Economic and Social Council (10) Deputies Jan O’Sullivan, Pádraic McCormack and Kieran O’Donnell — the need for the Minister for Health and Children to ensure that the Brothers of Charity in Limerick and in Galway have adequate funding to provide a proper level of [81]respite service (11) Deputy Jack Wall — the need to ensure that, with regard to households in mortgage arrears, persons in receipt of a home loan from a local authority be afforded the same protection as those borrowing from private sector institutions and (12) Deputy Deirdre Clune — the need to ensure the 600 research posts that have been cut are reinstated in light of their importance in delivering Ireland’s smart economy. The matters raised by Deputies Jan O’Sullivan, Pádraic McCormack and Kieran O’Donnell, Jack Wall and Kathleen Lynch have been selected for discussion.",Kitt
